customer_id,account_id,call_successful,call_unsuccessful,ptp_broken,ptp_kept,month_in_areas,total_arrears_amount,total_outstanding_amount
218427,479511,1,1,1,0,0,1250.15,112996.3
6916710,479571,0,4,1,0,2,2185.19,54186.3
216439,479573,2,4,1,0,0,0.0,12364.3
5519525,479588,1,18,1,0,0,1448.22,124074.91
1350179,479616,0,1,0,0,0,0.0,112296.87
7992679,479649,0,5,0,0,1,1213.72,39653.92
4601020,479706,2,2,1,0,0,0.0,0.0
2764937,479725,0,3,0,0,0,2.51,15746.17
2685797,479733,0,3,0,0,1,2065.7,17120.59
3029139,479750,1,11,1,0,1,1780.17,78519.7
1509026,479815,2,6,2,0,0,0.0,57188.74
4151667,479824,3,4,0,1,2,1155.53,12474.33
1858631,479908,0,2,0,0,0,240.92,33628.6
8165913,479922,1,3,1,0,0,0.0,88934.88
5048439,479937,0,6,0,0,0,0.0,95942.97
578489,479947,0,5,0,0,0,0.75,18124.9
7025837,479952,0,1,0,0,0,0.0,8364.01
3409431,480081,1,1,1,0,0,0.0,40382.91
951719,480144,2,2,1,0,0,1275.0,53927.31
4175516,480178,0,3,0,0,0,0.0,66283.11
64592,480224,0,6,0,0,0,0.0,52254.83
1512092,480260,0,10,0,0,1,1203.9,77681.08
5994568,480269,0,1,0,0,2,886.53,18449.1
6107435,480293,0,31,0,0,0,55.06,123529.84
2497907,480314,4,1,4,0,0,0.0,2774.26
1224869,480322,4,4,2,0,0,562.67,28836.88
6053119,480366,0,4,0,0,3,4545.83,99406.76
2918119,480418,3,3,2,1,0,713.61,43866.53
1673407,480424,3,7,3,0,1,698.27,61691.07
1112948,480475,0,4,0,0,0,688.61,43822.68
5708536,480483,0,6,0,0,0,0.0,81366.5
5034786,480488,1,4,1,0,0,0.0,161374.62
7261529,480506,1,1,1,0,0,0.0,96649.35
541367,480509,1,1,0,1,0,0.0,34055.81
8153984,480541,5,3,4,0,1,1469.75,68568.69
1581663,480657,1,0,0,1,0,18.06,11831.65
2649396,480693,0,2,0,0,0,0.0,107059.83
67163,480695,3,7,1,0,2,3644.06,38881.14
5952456,480703,2,17,2,0,0,10.81,69583.33
6691155,480704,0,2,0,0,0,0.0,30014.99
2247949,480733,0,1,0,0,5,8872.23,158050.76
1158415,480773,1,0,1,0,0,0.0,52061.18
1163120,480799,0,3,0,0,0,0.0,90935.66
3803351,480813,1,0,0,0,6,6412.8,50485.82
6927984,480857,0,16,0,0,0,1167.28,39550.42
7950614,480914,0,2,0,0,0,0.0,68812.65
4374862,480991,6,15,3,1,0,625.56,100375.49
1386700,481038,0,1,0,0,0,56.6,22230.1
2852778,481075,2,6,1,0,1,629.16,26820.45
8085006,481095,1,0,0,0,9,6509.97,47969.04
7326415,481146,1,0,0,0,0,0.0,9319.35
8385571,481182,0,3,0,0,0,0.0,192288.8
3581586,481213,1,0,1,0,0,0.0,110691.89
1160428,481241,3,6,1,0,2,1208.14,22788.48
3112731,481262,0,2,1,0,2,1517.51,24694.04
1707476,481266,0,3,0,0,0,129.03,40331.1
784231,481319,3,32,2,0,1,1913.52,85681.72
4479250,481324,3,21,1,2,0,58.22,33619.09
1896950,481378,0,1,0,0,0,0.0,46030.2
6264442,481413,0,7,0,0,1,1287.91,33323.11
1026783,481463,1,2,1,0,1,420.22,13683.47
3532171,481486,0,5,0,0,0,0.0,182596.73
2212675,481551,1,1,0,1,0,0.0,11303.98
5166406,481553,0,7,0,0,0,262.95,14637.14
6860427,481568,0,4,0,0,0,0.0,169539.11
4703030,481649,1,11,1,0,0,1820.69,111132.45
5122776,481654,0,4,0,0,0,0.0,107329.85
4381830,481694,0,1,0,0,0,0.0,3581.02
2300634,481705,0,8,0,0,0,53.96,4723.28
4250341,481733,0,1,0,0,0,0.0,79357.78
5180037,481755,1,2,0,0,6,5746.56,87382.03
4247604,481769,6,8,4,1,1,454.43,28381.35
8225669,481862,1,4,0,0,2,864.52,22521.29
1067136,481909,1,5,0,0,0,1.04,19668.12
7913011,481918,0,1,0,0,0,0.0,48834.42
5604314,481954,0,1,0,0,0,159.84,11182.05
2652084,481982,1,0,1,0,0,0.0,16920.17
4687210,482095,2,3,0,0,20,8965.44,25726.94
7739389,482103,0,5,0,0,0,0.0,96320.9
7664186,482171,0,6,0,0,0,0.0,31714.56
4228563,482205,1,6,1,0,0,5.07,11268.43
5410438,482217,2,2,1,1,0,0.0,171520.44
3928816,482222,0,7,0,0,0,0.0,45671.49
7041315,482238,0,1,0,0,0,0.0,152461.54
2217344,482248,4,0,1,0,3,1567.4,13915.22
1946232,482273,3,17,2,0,0,653.94,130638.52
1101811,482344,1,7,0,0,0,0.0,8898.13
5776402,482383,1,5,0,0,0,730.29,71762.55
4493598,482399,0,6,0,0,1,155.24,2459.8
6282507,482447,0,2,0,0,0,0.0,20891.26
1227703,482452,1,4,0,1,0,0.0,54849.65
3666448,482463,1,3,1,0,0,0.0,33516.94
2610811,482577,0,5,0,0,0,203.16,14649.66
4922400,482578,0,2,0,0,0,187.2,52855.12
393958,482622,1,3,0,0,1,3470.7,128097.07
7876893,482634,1,1,0,1,0,365.3,10819.45
5359371,482690,2,6,1,1,0,487.13,58737.15
5641646,482726,0,2,0,0,0,1259.91,9236.1
2212123,482787,2,2,1,0,0,579.92,32338.25
4702615,482791,2,9,2,0,1,1200.83,49011.4
1259011,482825,0,2,0,0,0,67.04,11092.3
6047777,482840,2,7,1,0,0,1027.4,54996.79
7803604,482871,0,20,0,0,0,47.72,48782.9
4316315,482884,1,4,1,0,0,140.8,11988.85
20217,482931,2,0,1,1,0,0.0,16629.9
3851415,482951,0,2,0,0,0,0.0,20865.89
141455,482969,0,13,0,0,1,773.25,38230.2
6906475,482979,0,1,0,0,0,4.83,28562.37
4489185,482980,0,3,0,0,0,0.0,144234.85
7919715,483020,2,0,1,1,0,0.0,20567.55
6361110,483038,6,0,3,0,0,6.75,20264.08
8066410,483045,0,5,0,0,0,854.9,18127.11
6183518,483086,0,7,0,0,1,452.11,17905.82
826579,483089,0,4,0,0,0,397.07,15823.89
1951915,483092,1,4,0,0,0,13.96,2757.0
5198261,483146,1,2,1,0,0,0.0,46342.88
6156307,483147,2,4,2,0,0,186.69,9629.86
8174759,483187,2,4,2,0,0,2.28,95679.25
2690665,483209,2,0,0,0,8,8462.3,78929.4
4857119,483225,0,5,0,0,0,1.71,53368.46
209931,483233,1,6,0,1,0,0.0,38496.1
1953514,483308,1,0,1,0,0,2.84,65815.51
4141878,483309,0,5,0,0,0,0.0,96248.54
6560555,483335,2,4,2,0,1,2261.5,22666.71
5778876,483400,1,3,1,0,0,0.0,18529.04
8191752,483414,5,4,4,0,0,0.0,86537.63
1220856,483478,0,11,1,0,1,458.83,20736.82
1344706,483521,1,17,0,0,1,1009.87,46030.84
4953890,483638,0,1,0,0,0,0.0,62415.18
3873136,483645,0,5,0,0,0,71.67,8794.73
1309613,483789,0,8,0,0,1,218.34,5105.34
3070592,483794,0,1,0,0,0,0.0,24573.04
5743812,483821,1,2,0,0,0,1.22,31469.14
7851883,483830,1,8,1,0,1,601.93,68299.98
1057378,483841,0,9,0,0,0,47.34,3340.17
5236781,483856,0,1,0,0,0,0.0,47719.45
7634190,483859,1,3,1,0,0,0.0,25217.94
7027990,483937,2,6,0,1,1,799.31,82781.52
2057848,483940,0,5,0,0,0,0.0,81550.05
4410718,483956,0,1,0,0,0,452.49,9442.85
3711581,483997,0,1,0,0,0,602.59,56989.94
1661976,483999,0,8,0,0,1,1025.41,12858.12
2095301,484007,0,1,0,0,0,0.0,48396.5
8046834,484009,0,1,0,0,0,0.0,38065.41
5265757,484030,1,7,1,0,1,932.19,36970.62
5660859,484051,3,13,1,0,2,6273.33,82198.38
3797934,484052,2,2,1,1,0,0.0,27062.65
5817134,484063,0,2,0,0,0,0.0,67572.9
4954564,484089,0,2,0,0,0,0.0,124968.5
4597230,484091,1,1,0,1,0,0.0,3176.8
2856357,484094,2,1,1,1,0,0.0,82148.76
2238116,484105,0,1,0,0,0,146.31,20134.52
7631404,484180,2,5,0,0,0,0.0,48881.66
880509,484182,0,10,0,0,0,0.0,22103.51
3575427,484190,2,2,1,0,0,0.71,15870.39
2748389,484225,0,4,0,0,0,341.18,19758.28
4146354,484265,0,7,0,0,0,0.0,165782.64
6826850,484268,0,2,0,0,0,0.0,168005.14
5330073,484275,0,1,0,0,0,0.0,135582.78
2987686,484323,0,2,0,0,0,437.13,47046.62
5255683,484328,3,1,1,0,0,216.85,33941.2
4487497,484352,1,0,1,0,0,15.5,16400.14
6237220,484353,0,4,0,0,0,121.83,5956.46
8265654,484358,2,0,1,1,2,1545.58,20799.45
51639,484380,0,6,0,0,0,144.1,2732.46
5875215,484381,0,8,0,0,1,1365.16,15499.33
6846236,484435,0,6,0,0,0,0.0,94204.76
3116651,484460,1,0,1,0,0,510.91,23691.3
1970419,484466,0,1,0,0,0,0.0,17136.82
5537679,484553,1,1,1,0,0,0.0,85551.17
8247046,484603,1,0,1,0,0,0.0,71950.65
958742,484629,0,1,0,0,11,16139.21,115164.86
3474247,484678,7,2,5,0,1,936.32,100464.12
616191,484698,1,1,0,0,11,15864.07,47852.72
2027706,484712,0,5,0,0,0,147.21,30611.44
7519386,484728,1,7,0,1,0,0.0,121843.29
4273261,484739,0,5,0,0,0,0.0,191212.21
6277778,484748,1,2,0,0,0,0.0,53771.76
4855373,484779,1,2,1,0,0,0.0,67308.42
2925125,484835,1,5,1,0,0,0.0,43604.23
7403376,484869,1,2,0,1,0,0.0,145642.24
7279660,484874,1,4,0,1,0,0.0,7711.2
8360980,484927,2,2,1,1,0,0.0,71142.7
971468,484943,0,1,0,0,0,0.0,39449.64
4665247,484964,0,2,0,0,0,0.0,95976.18
3621190,485033,0,1,0,0,0,0.0,2488.6
8139236,485049,0,2,0,0,2,331.03,7716.33
6779089,485073,1,17,1,0,0,232.7,41711.73
3797560,485127,2,6,0,1,0,1817.83,162617.56
5930600,485133,1,4,0,1,0,0.0,132026.64
2424267,485149,0,16,0,0,1,402.39,12113.9
5465384,485156,0,6,0,0,0,0.0,79421.17
1556897,485176,0,6,0,0,1,386.54,9683.77
1307115,485190,3,7,1,1,0,0.0,112730.06
2668576,485232,0,4,0,0,0,0.0,171602.64
4227623,485290,0,1,0,0,0,0.0,62266.4
2497121,485299,0,2,0,0,0,0.0,44434.17
3230395,485334,0,6,0,0,0,1151.76,109539.54
5710910,485336,0,14,0,0,1,852.75,57714.83
4897697,485345,0,12,0,0,0,1806.73,73408.13
2019057,485351,0,1,0,0,20,7124.14,34513.15
3953897,485398,0,3,0,0,2,1334.76,29211.46
4422124,485407,1,0,0,1,0,0.0,168163.83
2161707,485421,2,2,0,1,0,0.0,21399.53
3676462,485424,0,1,0,0,0,0.0,52150.77
1668152,485475,1,3,1,0,0,0.0,4580.01
1509656,485504,6,6,5,0,0,1045.45,86407.53
495904,485531,3,6,2,1,0,349.14,79177.17
4076667,485608,0,1,0,0,0,0.0,189314.94
69262,485650,2,0,1,0,5,6665.8,36826.13
2049525,485695,0,4,0,0,0,0.0,89898.07
2336886,485713,0,1,0,0,0,0.0,144211.64
4729596,485777,1,7,0,0,0,0.0,170149.7
7385922,485809,1,1,0,0,21,11691.14,30747.72
5918099,485812,2,1,1,0,0,277.6,20157.28
307595,485827,0,1,0,0,0,400.04,25601.86
4811411,485840,3,13,1,1,1,4927.39,15548.39
4937167,485846,0,5,0,0,0,0.0,547.64
6571408,485902,0,5,0,0,0,0.0,180585.27
2817045,485934,1,1,1,0,0,0.0,37405.15
551561,485948,2,6,1,0,1,731.15,21318.85
6295566,485989,0,1,0,0,0,0.0,24239.97
5196124,486009,1,5,1,0,0,1876.05,111794.89
4982123,486064,2,2,2,0,1,911.38,3823.66
4361038,486066,0,3,0,0,0,0.0,25490.59
3142188,486075,0,2,0,0,0,381.56,24499.16
4311012,486101,0,3,0,0,0,0.0,4204.09
3694113,486136,0,7,0,0,0,0.47,34645.59
2617375,486173,1,11,0,0,0,0.0,46190.25
246290,486178,0,7,0,0,0,1676.34,130323.04
3243444,486180,0,1,0,0,0,165.63,19232.68
5353998,486192,0,1,0,0,0,14.44,6001.78
1267738,486261,1,6,0,1,0,0.0,60033.38
5145038,486267,2,7,1,0,0,0.0,48303.55
5397932,486272,0,2,0,0,2,2553.59,12712.29
2611430,486280,1,1,0,0,20,12732.81,58598.0
6470555,486308,0,11,0,0,0,584.74,56518.2
6567917,486349,1,9,0,0,0,304.01,13789.41
156389,486443,4,1,2,0,0,184.7,24604.35
6342137,486455,0,5,0,0,0,428.43,7130.01
6967850,486464,0,2,0,0,0,3.46,89917.97
5554415,486514,0,7,0,0,1,1491.65,87324.06
3662824,486595,2,3,2,0,0,719.21,68471.62
4404504,486608,0,5,0,0,0,2.62,36531.66
3785202,486609,1,3,0,1,0,0.0,123060.14
157716,486633,0,3,0,0,0,0.0,56780.76
3353915,486737,2,9,0,0,0,0.47,92202.69
7781813,486769,0,2,0,0,0,614.0,62529.74
5796833,486815,0,1,0,0,0,0.0,92243.44
6360103,486837,1,0,1,0,0,0.0,145767.83
4916679,486840,3,5,3,0,0,0.0,185161.49
3178453,486890,0,3,0,0,0,0.0,46220.7
1296308,486929,0,4,0,0,0,0.0,68092.38
7647611,486947,0,3,0,0,6,4685.54,90216.59
1884773,486998,0,2,0,0,0,23.64,16520.22
2537175,487015,0,2,0,0,0,0.0,53080.77
400367,487083,1,18,0,0,0,0.55,74296.36
387807,487122,1,3,0,0,2,1537.84,17799.86
2240535,487142,0,2,0,0,10,4790.05,49760.93
6589353,487207,0,2,0,0,0,0.0,38793.86
3005410,487277,3,4,2,1,0,0.0,28838.92
3789385,487308,1,0,0,1,0,0.0,12650.29
493878,487318,0,2,0,0,0,0.0,21547.24
6287696,487354,1,1,1,0,0,0.0,164180.31
6541069,487387,2,4,1,0,2,2606.64,38856.6
1307560,487388,5,7,2,0,3,3502.32,80630.08
7024964,487417,1,0,1,0,0,0.0,25597.48
5489323,487426,0,7,0,0,0,985.4,63262.66
1062635,487441,4,8,2,1,0,580.97,149266.33
6797402,487459,0,4,0,0,0,0.0,73628.38
1805695,487462,0,6,0,0,0,0.0,98110.27
7630471,487465,1,1,1,0,0,792.0,20596.56
2750334,487548,0,1,0,0,0,0.0,108607.35
2194673,487565,0,1,0,0,0,0.0,79385.47
4010315,487573,0,1,0,0,0,0.0,128847.08
2532236,487611,15,11,13,0,0,494.56,106188.28
1896851,487709,2,6,2,0,0,117.0,9987.69
3839677,487730,0,4,0,0,0,1.93,26654.54
5812832,487815,1,1,0,0,8,5740.8,47319.86
2318142,487839,1,0,0,1,0,0.0,43867.02
1371035,487854,1,1,0,1,0,0.0,177542.09
91803,487972,0,10,0,0,1,764.52,10215.26
2195626,487975,1,0,0,1,0,0.0,31829.79
5300977,487988,0,2,0,0,0,783.63,186078.38
4279196,488014,1,0,0,1,0,0.0,182052.71
2840728,488024,1,3,0,1,0,0.0,48514.95
2650715,488088,0,1,0,0,0,0.0,32386.03
3581742,488107,0,8,0,0,0,252.15,27145.41
1713908,488129,1,1,1,0,2,1758.19,37389.0
2654915,488137,1,10,0,0,1,594.19,15848.21
564031,488154,5,0,4,1,0,100.0,133743.93
924248,488200,0,7,0,0,0,105.94,72353.93
1729462,488366,1,2,0,0,0,0.0,43078.5
5831247,488374,0,2,0,0,0,0.0,74849.63
6269376,488377,2,2,1,1,0,465.7,17832.39
655340,488385,3,4,3,0,0,504.46,39966.1
2747200,488390,2,15,1,0,1,1238.03,36915.1
5116802,488417,0,11,0,0,0,0.0,18743.91
2592512,488429,0,1,0,0,4,6662.46,122869.17
1670360,488509,2,8,1,1,0,0.0,28945.24
2257908,488519,1,0,1,0,0,0.0,70162.98
4358014,488570,2,1,2,0,0,0.0,51089.77
3285315,488575,0,3,0,0,0,0.0,113414.4
4279102,488619,2,9,1,0,0,747.89,84337.02
2884856,488629,0,1,0,0,0,0.0,17311.28
6751506,488646,1,0,0,0,0,0.16,63214.26
3911506,488655,0,3,0,0,0,0.0,3746.2
508234,488757,1,2,0,0,0,0.0,66698.57
1129251,488761,4,1,1,1,0,0.0,25950.05
5569003,488776,1,1,1,0,0,216.36,10888.37
4308492,488791,0,6,0,0,1,1115.14,21897.08
1108026,488805,0,7,0,0,0,6.56,142875.22
1911730,488811,1,4,1,0,0,0.0,81674.26
3754266,488813,1,0,0,1,0,0.0,31600.89
2845074,488844,1,1,0,1,0,0.0,27782.12
3342856,488860,0,10,0,0,0,3.06,65086.84
3679463,488893,1,1,0,1,0,14.0,182999.3
2347741,488902,0,3,0,0,0,0.0,77377.32
5201368,488903,1,7,0,1,1,821.7,44870.29
3925798,488914,0,1,0,0,0,0.0,21408.71
2877389,488954,0,2,0,0,0,1.25,14537.68
3443244,488971,2,6,1,1,0,0.0,99509.66
8205074,488973,0,2,0,0,0,276.77,122939.06
4345364,488987,2,0,0,0,0,0.4,44148.69
8236678,489009,1,1,1,0,0,0.0,92021.91
835786,489087,0,1,0,0,0,0.0,192228.97
3995023,489110,1,6,1,0,0,0.07,10117.03
6589554,489139,0,2,0,0,0,0.09,6807.69
6531249,489181,3,16,1,0,0,391.6,38671.76
253145,489183,2,0,0,0,4,1111.23,11672.94
2797012,489190,2,4,2,0,0,507.47,50467.16
4039447,489195,0,2,0,0,0,594.49,124491.15
1539033,489229,0,1,0,0,0,1.5,59414.53
1359611,489232,1,6,0,1,0,391.73,34885.2
6959978,489273,1,7,0,0,1,957.45,25077.31
4145765,489325,3,7,2,0,1,1299.1,98205.72
6966385,489337,1,0,1,0,0,0.0,61643.65
4074450,489338,0,3,0,0,0,0.0,104762.59
8308494,489364,0,4,0,0,0,201.29,76737.58
4467809,489445,6,10,4,0,0,123.23,129513.43
7342071,489449,9,11,7,2,0,0.0,152425.19
5260129,489476,1,1,0,0,3,4034.09,4036.0
7260447,489564,0,5,0,0,1,849.59,19320.26
6858191,489592,0,2,0,0,0,0.0,73864.84
3073516,489636,0,1,0,0,0,0.0,83372.43
4696202,489639,0,1,0,0,0,0.0,74621.02
5299147,489662,0,2,0,0,18,5582.76,14923.9
7140328,489682,1,2,1,0,0,0.0,75297.99
3443697,489688,4,3,1,1,0,0.0,189096.08
5187322,489699,1,4,0,1,0,0.0,70190.03
4794780,489700,0,3,0,0,0,509.61,47403.35
8092658,489732,1,0,0,1,0,0.0,192228.97
1693057,489768,0,10,0,0,0,165.94,24025.41
4596224,489783,2,0,1,1,0,39.03,92155.52
6166415,489787,2,6,1,1,0,0.0,24027.77
8162882,489813,1,1,1,0,0,0.0,18566.72
3498605,489864,0,2,0,0,1,1221.92,57239.79
4247981,489884,1,4,1,0,0,0.0,25289.2
570323,489944,0,3,0,0,0,0.0,129741.18
7905090,489968,0,5,0,0,0,0.0,179726.33
7885560,490000,0,14,0,0,1,737.55,30480.76
7221011,490028,1,10,0,0,1,1028.24,31593.68
8395440,490033,0,5,0,0,0,314.0,128830.68
5387798,490038,0,2,0,0,0,0.0,57803.42
8407225,490057,4,2,4,0,1,1545.81,57879.37
912208,490114,1,1,1,0,0,0.0,96083.55
8015751,490122,1,3,0,1,0,0.0,52071.76
5313491,490140,1,4,0,0,2,240.4,17043.37
3209271,490159,0,3,0,0,0,220.74,15288.07
2406850,490213,3,2,1,1,0,0.01,174145.87
2337334,490250,0,7,0,0,0,0.0,74005.69
6993343,490254,0,1,0,0,0,472.45,22899.41
1994666,490274,3,0,0,0,9,4088.42,11496.16
5458898,490278,2,1,1,1,0,0.0,18732.23
2828769,490325,1,4,0,1,0,0.0,7408.88
7719538,490353,0,10,0,0,0,624.15,61192.15
3979235,490361,0,10,0,0,2,1247.14,71686.73
6997015,490364,1,6,1,0,1,2578.43,188968.96
7568514,490425,0,1,0,0,0,0.0,37604.33
1426711,490455,0,2,0,0,0,1911.47,113607.88
5762714,490491,0,1,0,0,0,0.0,54565.8
3246878,490492,1,2,1,0,0,0.0,85881.71
5183753,490547,0,2,0,0,0,0.0,18205.58
6180018,490564,0,13,0,0,0,0.0,6866.77
6583327,490571,2,6,1,1,0,0.0,43525.77
896965,490596,0,7,0,0,0,0.0,9909.65
1916983,490604,1,9,1,0,0,1967.62,179456.2
2378977,490609,0,8,0,0,0,0.0,54772.13
5928520,490615,0,5,0,0,0,0.0,54638.71
644947,490638,0,3,0,0,0,527.91,153556.76
5988030,490650,1,0,1,0,0,0.0,44038.89
6599884,490687,5,9,4,0,0,0.08,10545.01
5859008,490772,0,3,0,0,0,0.0,31750.84
527295,490836,0,6,0,0,0,247.91,28057.14
2985540,490841,1,8,0,0,0,76.68,13104.1
6603178,490876,0,13,0,0,0,1.81,8442.03
2388145,491001,0,11,0,0,1,137.11,4397.38
3381985,491020,0,7,0,0,1,1096.34,63567.37
5640170,491048,0,2,0,0,0,0.0,36830.38
6676663,491055,2,4,0,0,1,646.97,56848.56
847300,491080,0,3,0,0,0,433.41,46212.72
4968938,491143,1,1,0,1,0,233.54,5499.49
2404514,491178,0,8,0,0,2,3976.75,173077.43
2385260,491183,2,4,2,0,0,0.0,28666.17
5593648,491233,1,1,0,1,0,450.89,20490.12
5743754,491243,7,14,6,0,0,1442.59,145099.07
1273623,491256,1,8,0,1,0,258.1,5732.79
3119066,491275,1,0,0,1,0,0.0,5256.97
857501,491295,1,2,1,0,0,487.91,29389.66
3128867,491367,0,1,2,0,2,318.49,6054.51
6658337,491376,0,5,0,0,0,280.36,16143.92
217871,491386,0,19,0,0,0,1.36,90473.97
7002092,491431,2,5,2,0,0,527.2,47786.3
1484795,491491,1,0,0,0,0,0.0,94661.14
4695645,491493,3,10,3,0,0,168.84,18495.55
2318250,491499,3,1,2,0,0,0.0,147229.57
1168226,491517,0,3,0,0,0,0.0,84752.71
480610,491537,0,4,0,0,0,0.0,130509.13
6596184,491567,1,29,1,0,0,886.19,102876.47
3762254,491571,1,1,0,0,8,2590.94,31839.38
3023322,491593,2,2,2,0,0,5.44,1818.59
4369054,491596,1,5,1,0,0,169.27,16443.46
1968839,491626,1,2,1,0,0,0.0,21236.79
7471524,491639,0,4,0,0,0,0.0,151554.54
1217699,491640,0,1,0,0,0,0.0,89363.26
7528953,491657,3,1,0,0,4,2843.08,31876.63
3109299,491696,0,10,0,0,1,1822.36,130405.19
3690881,491724,0,4,0,0,0,0.0,97701.91
8323665,491764,0,1,0,0,0,0.0,35380.76
4007483,491780,1,2,1,0,0,0.0,189990.5
3041349,491785,1,18,1,0,2,4251.85,107436.59
1572974,491817,5,6,4,0,1,1000.64,51056.0
115781,491837,4,6,4,0,2,716.59,24248.4
896575,491864,2,6,1,0,6,4672.47,24824.5
4962189,491884,2,5,1,1,0,128.2,18992.9
3171439,491887,0,5,0,0,0,0.0,143365.64
5253949,491919,1,0,1,0,0,0.0,96056.35
4000675,491927,1,0,0,1,0,55.24,16076.74
2807524,491933,3,1,1,2,0,0.0,35103.09
156106,491952,0,7,0,0,0,0.0,124431.75
3912284,491954,0,1,0,0,0,0.0,71795.91
8047967,492004,0,2,0,0,0,0.34,16370.37
5207047,492008,0,1,0,0,0,0.0,42844.81
5009934,492032,1,2,0,0,0,0.0,25508.67
3992987,492075,5,18,4,1,0,815.21,64335.22
65278,492107,0,2,0,0,0,0.0,52438.91
6746933,492110,5,13,3,0,0,1922.52,113080.28
8087530,492113,0,1,0,0,0,0.0,25545.84
4920775,492115,0,3,0,0,0,326.54,33428.84
7810655,492141,0,10,0,0,1,633.82,15998.26
2878485,492200,2,18,2,0,1,912.66,32496.52
4275220,492202,1,5,1,0,0,2057.8,165950.9
4604875,492216,0,5,0,0,1,445.86,28111.83
1832616,492231,0,1,0,0,0,45.99,19248.63
761309,492253,0,2,0,0,0,0.0,76703.6
5108019,492272,0,1,0,0,0,176.83,33314.14
6622458,492279,3,1,2,1,0,846.01,49345.16
6295030,492301,0,2,0,0,1,1107.0,56086.78
1907127,492399,3,6,0,1,0,0.0,70448.84
2157022,492420,0,7,0,0,0,0.0,164550.52
2699855,492441,4,9,3,0,0,641.3,145357.34
7186927,492462,1,9,0,0,2,2219.2,47847.68
1361397,492487,0,1,0,0,0,0.0,121376.82
8270150,492552,0,1,0,0,0,0.0,39980.9
4148228,492563,0,7,0,0,0,0.0,46531.09
3787552,492570,2,0,1,1,0,0.0,11940.35
1649935,492576,1,0,0,1,0,289.96,14154.3
5166026,492585,1,2,0,0,0,0.0,16425.82
4864026,492607,0,3,0,0,0,0.0,24407.47
4045901,492664,0,1,0,0,0,0.0,23039.12
5989662,492723,5,3,0,2,1,688.4,15169.29
7273593,492934,0,7,0,0,0,0.0,92883.99
7514982,492979,2,4,1,1,0,0.0,170481.15
7379132,493059,0,4,0,0,0,0.0,23424.9
5251713,493093,0,6,0,0,0,769.51,56949.96
2298156,493146,1,1,0,1,0,0.0,28036.11
5012103,493157,0,4,0,0,0,0.0,34539.11
1245629,493194,0,3,0,0,1,1209.2,52552.17
7424456,493278,1,2,0,1,0,0.0,42475.8
5504718,493329,0,1,0,0,0,0.06,15200.81
3297935,493376,0,2,0,0,0,485.72,48502.86
988363,493380,3,2,1,1,0,0.0,69707.45
3243413,493430,4,1,3,0,0,0.0,3108.01
4938752,493472,0,12,0,0,0,0.0,30650.48
7511092,493535,1,6,0,0,2,1086.0,1791.17
7022119,493550,0,1,0,0,0,0.0,101974.05
1818376,493594,0,7,0,0,0,0.0,62480.26
4105442,493639,1,7,0,0,0,2722.2,168494.89
3383184,493672,0,4,0,0,0,962.15,50349.0
1914753,493747,0,3,0,0,0,0.0,38432.4
7899447,493782,0,10,0,0,0,0.0,26100.49
2425118,493807,0,4,0,0,0,0.0,169156.28
3799486,493984,1,1,1,0,2,1164.99,63776.44
2833237,494009,6,7,4,2,0,0.0,107315.94
1847339,494019,1,0,0,1,0,0.0,111487.59
5960983,494074,1,1,1,0,0,862.32,77531.41
417895,494090,12,4,9,1,0,2127.09,158289.27
4090527,494125,1,0,0,1,0,0.0,130652.56
3797518,494148,0,3,0,0,0,0.0,45453.78
5805066,494186,0,1,0,0,0,0.0,166332.34
6171486,494242,8,12,3,0,1,430.84,38156.89
3786234,494295,1,3,0,1,0,0.0,71139.56
2824692,494309,0,20,0,0,1,501.26,10806.16
5707208,494348,1,0,1,0,0,0.0,125244.38
2169814,494394,5,9,4,0,0,286.23,20216.79
7570877,494397,0,6,0,2,1,2478.37,133672.49
2377231,494433,3,8,1,0,2,1146.74,29466.79
343144,494451,4,15,2,1,0,223.29,23713.08
8445641,494506,0,1,0,0,0,0.0,42926.34
5936061,494516,0,6,0,0,0,0.0,36673.6
2368403,494543,0,1,0,0,0,0.0,32775.16
4600939,494551,0,2,0,0,0,0.0,112511.07
2195107,494562,3,5,2,1,0,48.38,47453.4
4294467,494587,1,3,1,0,0,1460.0,4292.68
208622,494596,0,2,0,0,0,0.0,170160.54
3130747,494613,2,6,1,1,0,0.0,45865.78
1740732,494614,0,6,0,0,0,0.0,91843.96
3645296,494647,1,5,0,1,0,0.0,89366.21
7912823,494652,3,6,1,2,0,0.0,46117.47
1965783,494654,1,6,1,0,0,0.0,55459.76
5533719,494675,1,12,1,0,1,1758.14,53383.7
2090169,494691,0,1,0,0,2,4976.61,146904.67
3149790,494698,1,1,1,0,0,0.0,20455.86
4119682,494729,0,13,0,0,0,0.0,79596.73
6077651,494769,0,1,0,0,0,0.0,34938.64
6310782,494772,0,7,0,0,0,0.0,19981.32
2742602,494788,0,1,0,0,0,0.0,10633.66
7838554,494795,0,1,0,0,0,711.43,14848.0
2387299,494797,0,2,0,0,0,474.7,26593.25
3150485,494818,1,0,1,0,0,42.31,16579.99
1219419,494892,0,1,0,0,0,0.0,34824.18
7735188,494984,1,12,1,0,1,452.59,14176.31
799538,495024,3,7,3,0,0,666.67,125223.5
7618069,495107,0,7,0,0,0,1277.89,37690.74
